"","age_group","year","country","sex","pathogen","Country.Name","n_inage_gdr","lowage","total","incidence"
"8636","(4,9]",2015,"UK","f","Acinetobacter spp","United Kingdom",1898700.00873691,5,13,0.684678987737936
"8637","(4,9]",2015,"UK","f","Enterococcus faecalis","United Kingdom",1898700.00873691,5,14,0.737346602179316
"8638","(4,9]",2015,"UK","f","Escherichia coli","United Kingdom",1898700.00873691,5,34,1.79069889100691
"8639","(4,9]",2015,"UK","f","Pseudomonas aeruginosa","United Kingdom",1898700.00873691,5,7,0.368673301089658
"8640","(4,9]",2015,"UK","f","Staphylococcus aureus","United Kingdom",1898700.00873691,5,80,4.21340915531038
"8641","(4,9]",2015,"UK","f","Streptococcus pneumoniae","United Kingdom",1898700.00873691,5,34,1.79069889100691
"8642","(4,9]",2015,"UK","m","Acinetobacter spp","United Kingdom",1987205.87796161,5,7,0.352253386407065
"8643","(4,9]",2015,"UK","m","Enterococcus faecalis","United Kingdom",1987205.87796161,5,33,1.66062310734759
"8644","(4,9]",2015,"UK","m","Enterococcus faecium","United Kingdom",1987205.87796161,5,14,0.70450677281413
"8645","(4,9]",2015,"UK","m","Klebsiella pneumoniae","United Kingdom",1987205.87796161,5,13,0.654184860470263
"8646","(4,9]",2015,"UK","m","Pseudomonas aeruginosa","United Kingdom",1987205.87796161,5,7,0.352253386407065
"8647","(4,9]",2015,"UK","m","Staphylococcus aureus","United Kingdom",1987205.87796161,5,79,3.97543107516545
"8648","(4,9]",2015,"UK","m","Streptococcus pneumoniae","United Kingdom",1987205.87796161,5,40,2.01287649375466
"8649","(4,9]",2018,"BE","f","Acinetobacter spp","Belgium",323482.471124053,5,6,1.85481456820548
"8650","(4,9]",2018,"BE","f","Escherichia coli","Belgium",323482.471124053,5,6,1.85481456820548
"8651","(4,9]",2018,"BE","f","Staphylococcus aureus","Belgium",323482.471124053,5,12,3.70962913641095
"8652","(4,9]",2018,"BE","f","Streptococcus pneumoniae","Belgium",323482.471124053,5,14,4.32790065914611
"8653","(4,9]",2018,"BE","m","Acinetobacter spp","Belgium",342162.347725236,5,3,0.876776775686923
"8654","(4,9]",2018,"BE","m","Escherichia coli","Belgium",342162.347725236,5,6,1.75355355137385
"8655","(4,9]",2018,"BE","m","Staphylococcus aureus","Belgium",342162.347725236,5,6,1.75355355137385
"8656","(4,9]",2018,"BE","m","Streptococcus pneumoniae","Belgium",342162.347725236,5,26,7.59873205595333
"8657","(4,9]",2018,"BG","f","Staphylococcus aureus","Bulgaria",175392.570634447,5,2,1.14029915449976
"8658","(4,9]",2018,"BG","m","Staphylococcus aureus","Bulgaria",185170.556879652,5,2,1.08008531901746
"8659","(4,9]",2018,"CY","f","Escherichia coli","Cyprus",32588.0000007892,5,1,3.06861421374672
"8660","(4,9]",2018,"CY","m","Staphylococcus aureus","Cyprus",34555.9999999687,5,1,2.89385345526364
"8661","(4,9]",2018,"CZ","f","Acinetobacter spp","Czechia",278797.315852617,5,1,0.3586835106148
"8662","(4,9]",2018,"CZ","f","Escherichia coli","Czechia",278797.315852617,5,2,0.717367021229599
"8663","(4,9]",2018,"CZ","f","Pseudomonas aeruginosa","Czechia",278797.315852617,5,1,0.3586835106148
"8664","(4,9]",2018,"CZ","f","Staphylococcus aureus","Czechia",278797.315852617,5,1,0.3586835106148
"8665","(4,9]",2018,"CZ","m","Enterococcus faecalis","Czechia",294241.419256317,5,1,0.339856979526356
"8666","(4,9]",2018,"CZ","m","Escherichia coli","Czechia",294241.419256317,5,2,0.679713959052711
"8667","(4,9]",2018,"CZ","m","Klebsiella pneumoniae","Czechia",294241.419256317,5,3,1.01957093857907
"8668","(4,9]",2018,"CZ","m","Pseudomonas aeruginosa","Czechia",294241.419256317,5,2,0.679713959052711
"8669","(4,9]",2018,"CZ","m","Staphylococcus aureus","Czechia",294241.419256317,5,6,2.03914187715813
"8670","(4,9]",2018,"CZ","m","Streptococcus pneumoniae","Czechia",294241.419256317,5,2,0.679713959052711
"8671","(4,9]",2018,"DE","f","Acinetobacter spp","Germany",1768104.33982797,5,4,0.226230992702002
"8672","(4,9]",2018,"DE","f","Enterococcus faecalis","Germany",1768104.33982797,5,4,0.226230992702002
"8673","(4,9]",2018,"DE","f","Escherichia coli","Germany",1768104.33982797,5,38,2.14919443066902
"8674","(4,9]",2018,"DE","f","Klebsiella pneumoniae","Germany",1768104.33982797,5,4,0.226230992702002
"8675","(4,9]",2018,"DE","f","Pseudomonas aeruginosa","Germany",1768104.33982797,5,4,0.226230992702002
"8676","(4,9]",2018,"DE","f","Staphylococcus aureus","Germany",1768104.33982797,5,42,2.37542542337103
"8677","(4,9]",2018,"DE","f","Streptococcus pneumoniae","Germany",1768104.33982797,5,8,0.452461985404005
"8678","(4,9]",2018,"DE","m","Acinetobacter spp","Germany",1883115.02153165,5,19,1.00896651467132
"8679","(4,9]",2018,"DE","m","Escherichia coli","Germany",1883115.02153165,5,15,0.796552511582622
"8680","(4,9]",2018,"DE","m","Klebsiella pneumoniae","Germany",1883115.02153165,5,4,0.212414003088699
"8681","(4,9]",2018,"DE","m","Staphylococcus aureus","Germany",1883115.02153165,5,38,2.01793302934264
"8682","(4,9]",2018,"DE","m","Streptococcus pneumoniae","Germany",1883115.02153165,5,15,0.796552511582622
"8683","(4,9]",2018,"DK","f","Enterococcus faecalis","Denmark",154699.232829722,5,1,0.646415616747565
"8684","(4,9]",2018,"DK","f","Enterococcus faecium","Denmark",154699.232829722,5,2,1.29283123349513
"8685","(4,9]",2018,"DK","f","Escherichia coli","Denmark",154699.232829722,5,5,3.23207808373782
"8686","(4,9]",2018,"DK","f","Pseudomonas aeruginosa","Denmark",154699.232829722,5,1,0.646415616747565
"8687","(4,9]",2018,"DK","f","Staphylococcus aureus","Denmark",154699.232829722,5,10,6.46415616747565
"8688","(4,9]",2018,"DK","f","Streptococcus pneumoniae","Denmark",154699.232829722,5,3,1.93924685024269
"8689","(4,9]",2018,"DK","m","Acinetobacter spp","Denmark",163966.65730004,5,2,1.21976018352331
"8690","(4,9]",2018,"DK","m","Enterococcus faecalis","Denmark",163966.65730004,5,1,0.609880091761653
"8691","(4,9]",2018,"DK","m","Enterococcus faecium","Denmark",163966.65730004,5,1,0.609880091761653
"8692","(4,9]",2018,"DK","m","Escherichia coli","Denmark",163966.65730004,5,6,3.65928055056992
"8693","(4,9]",2018,"DK","m","Klebsiella pneumoniae","Denmark",163966.65730004,5,1,0.609880091761653
"8694","(4,9]",2018,"DK","m","Staphylococcus aureus","Denmark",163966.65730004,5,7,4.26916064233157
"8695","(4,9]",2018,"DK","m","Streptococcus pneumoniae","Denmark",163966.65730004,5,2,1.21976018352331
"8696","(4,9]",2018,"EE","f","Klebsiella pneumoniae","Estonia",37293.5819172571,5,1,2.68142653129616
"8697","(4,9]",2018,"EE","m","Escherichia coli","Estonia",39377.135290089,5,1,2.53954482120921
"8698","(4,9]",2018,"EE","m","Staphylococcus aureus","Estonia",39377.135290089,5,2,5.07908964241842
"8699","(4,9]",2018,"EE","m","Streptococcus pneumoniae","Estonia",39377.135290089,5,1,2.53954482120921
"8700","(4,9]",2018,"EL","f","Escherichia coli","Greece",252245.444776693,5,1,0.396439270047187
"8701","(4,9]",2018,"EL","f","Staphylococcus aureus","Greece",252245.444776693,5,1,0.396439270047187
"8702","(4,9]",2018,"EL","m","Acinetobacter spp","Greece",269264.43828909,5,1,0.371382127678654
"8703","(4,9]",2018,"EL","m","Staphylococcus aureus","Greece",269264.43828909,5,1,0.371382127678654
"8704","(4,9]",2018,"ES","f","Acinetobacter spp","Spain",1169618.54609389,5,3,0.256493880848498
"8705","(4,9]",2018,"ES","f","Enterococcus faecalis","Spain",1169618.54609389,5,8,0.68398368226266
"8706","(4,9]",2018,"ES","f","Enterococcus faecium","Spain",1169618.54609389,5,3,0.256493880848498
"8707","(4,9]",2018,"ES","f","Escherichia coli","Spain",1169618.54609389,5,14,1.19697144395966
"8708","(4,9]",2018,"ES","f","Klebsiella pneumoniae","Spain",1169618.54609389,5,3,0.256493880848498
"8709","(4,9]",2018,"ES","f","Pseudomonas aeruginosa","Spain",1169618.54609389,5,3,0.256493880848498
"8710","(4,9]",2018,"ES","f","Staphylococcus aureus","Spain",1169618.54609389,5,25,2.13744900707081
"8711","(4,9]",2018,"ES","f","Streptococcus pneumoniae","Spain",1169618.54609389,5,6,0.512987761696995
"8712","(4,9]",2018,"ES","m","Enterococcus faecalis","Spain",1247182.39473988,5,3,0.240542202379765
"8713","(4,9]",2018,"ES","m","Enterococcus faecium","Spain",1247182.39473988,5,3,0.240542202379765
"8714","(4,9]",2018,"ES","m","Escherichia coli","Spain",1247182.39473988,5,23,1.84415688491153
"8715","(4,9]",2018,"ES","m","Klebsiella pneumoniae","Spain",1247182.39473988,5,12,0.962168809519061
"8716","(4,9]",2018,"ES","m","Pseudomonas aeruginosa","Spain",1247182.39473988,5,6,0.48108440475953
"8717","(4,9]",2018,"ES","m","Staphylococcus aureus","Spain",1247182.39473988,5,61,4.89102478172189
"8718","(4,9]",2018,"ES","m","Streptococcus pneumoniae","Spain",1247182.39473988,5,18,1.44325321427859
"8719","(4,9]",2018,"FI","f","Enterococcus faecalis","Finland",151259.378280753,5,1,0.661116032186711
"8720","(4,9]",2018,"FI","f","Escherichia coli","Finland",151259.378280753,5,2,1.32223206437342
"8721","(4,9]",2018,"FI","f","Pseudomonas aeruginosa","Finland",151259.378280753,5,2,1.32223206437342
"8722","(4,9]",2018,"FI","f","Staphylococcus aureus","Finland",151259.378280753,5,5,3.30558016093355
"8723","(4,9]",2018,"FI","f","Streptococcus pneumoniae","Finland",151259.378280753,5,6,3.96669619312026
"8724","(4,9]",2018,"FI","m","Escherichia coli","Finland",158286.396405205,5,2,1.26353246104618
"8725","(4,9]",2018,"FI","m","Pseudomonas aeruginosa","Finland",158286.396405205,5,1,0.631766230523091
"8726","(4,9]",2018,"FI","m","Staphylococcus aureus","Finland",158286.396405205,5,6,3.79059738313854
"8727","(4,9]",2018,"FI","m","Streptococcus pneumoniae","Finland",158286.396405205,5,5,3.15883115261545
"8728","(4,9]",2018,"FR","f","Acinetobacter spp","France",1997050.86891022,5,10,0.500738371549691
"8729","(4,9]",2018,"FR","f","Enterococcus faecium","France",1997050.86891022,5,10,0.500738371549691
"8730","(4,9]",2018,"FR","f","Escherichia coli","France",1997050.86891022,5,102,5.10753138980685
"8731","(4,9]",2018,"FR","f","Klebsiella pneumoniae","France",1997050.86891022,5,25,1.25184592887423
"8732","(4,9]",2018,"FR","f","Pseudomonas aeruginosa","France",1997050.86891022,5,30,1.50221511464907
"8733","(4,9]",2018,"FR","f","Staphylococcus aureus","France",1997050.86891022,5,147,7.36085406178046
"8734","(4,9]",2018,"FR","f","Streptococcus pneumoniae","France",1997050.86891022,5,63,3.15465174076305
"8735","(4,9]",2018,"FR","m","Acinetobacter spp","France",2088276.34710481,5,15,0.718295738051912
"8736","(4,9]",2018,"FR","m","Escherichia coli","France",2088276.34710481,5,60,2.87318295220765
"8737","(4,9]",2018,"FR","m","Klebsiella pneumoniae","France",2088276.34710481,5,25,1.19715956341985
"8738","(4,9]",2018,"FR","m","Pseudomonas aeruginosa","France",2088276.34710481,5,20,0.957727650735883
"8739","(4,9]",2018,"FR","m","Staphylococcus aureus","France",2088276.34710481,5,143,6.84775270276156
"8740","(4,9]",2018,"FR","m","Streptococcus pneumoniae","France",2088276.34710481,5,72,3.44781954264918
"8741","(4,9]",2018,"HR","f","Escherichia coli","Croatia",100577.066249037,5,3,2.98278734097468
"8742","(4,9]",2018,"HR","f","Streptococcus pneumoniae","Croatia",100577.066249037,5,4,3.97704978796624
"8743","(4,9]",2018,"HR","m","Enterococcus faecalis","Croatia",106557.73069183,5,1,0.938458423905489
"8744","(4,9]",2018,"HR","m","Escherichia coli","Croatia",106557.73069183,5,2,1.87691684781098
"8745","(4,9]",2018,"HR","m","Klebsiella pneumoniae","Croatia",106557.73069183,5,1,0.938458423905489
"8746","(4,9]",2018,"HR","m","Streptococcus pneumoniae","Croatia",106557.73069183,5,1,0.938458423905489
"8747","(4,9]",2018,"HU","f","Acinetobacter spp","Hungary",228414.345881904,5,1,0.437800872856306
"8748","(4,9]",2018,"HU","f","Enterococcus faecalis","Hungary",228414.345881904,5,1,0.437800872856306
"8749","(4,9]",2018,"HU","f","Enterococcus faecium","Hungary",228414.345881904,5,1,0.437800872856306
"8750","(4,9]",2018,"HU","f","Escherichia coli","Hungary",228414.345881904,5,3,1.31340261856892
"8751","(4,9]",2018,"HU","f","Pseudomonas aeruginosa","Hungary",228414.345881904,5,1,0.437800872856306
"8752","(4,9]",2018,"HU","f","Staphylococcus aureus","Hungary",228414.345881904,5,2,0.875601745712612
"8753","(4,9]",2018,"HU","f","Streptococcus pneumoniae","Hungary",228414.345881904,5,1,0.437800872856306
"8754","(4,9]",2018,"HU","m","Enterococcus faecalis","Hungary",239883.154920405,5,1,0.416869621517112
"8755","(4,9]",2018,"HU","m","Escherichia coli","Hungary",239883.154920405,5,2,0.833739243034224
"8756","(4,9]",2018,"HU","m","Pseudomonas aeruginosa","Hungary",239883.154920405,5,1,0.416869621517112
"8757","(4,9]",2018,"HU","m","Staphylococcus aureus","Hungary",239883.154920405,5,1,0.416869621517112
"8758","(4,9]",2018,"HU","m","Streptococcus pneumoniae","Hungary",239883.154920405,5,2,0.833739243034224
"8759","(4,9]",2018,"IE","f","Acinetobacter spp","Ireland",179494.061837274,5,3,1.67136448375642
"8760","(4,9]",2018,"IE","f","Escherichia coli","Ireland",179494.061837274,5,8,4.4569719566838
"8761","(4,9]",2018,"IE","f","Pseudomonas aeruginosa","Ireland",179494.061837274,5,2,1.11424298917095
"8762","(4,9]",2018,"IE","f","Staphylococcus aureus","Ireland",179494.061837274,5,9,5.01409345126927
"8763","(4,9]",2018,"IE","f","Streptococcus pneumoniae","Ireland",179494.061837274,5,1,0.557121494585475
"8764","(4,9]",2018,"IE","m","Escherichia coli","Ireland",187869.714067883,5,5,2.66141885870616
"8765","(4,9]",2018,"IE","m","Klebsiella pneumoniae","Ireland",187869.714067883,5,2,1.06456754348247
"8766","(4,9]",2018,"IE","m","Staphylococcus aureus","Ireland",187869.714067883,5,13,6.91968903263603
"8767","(4,9]",2018,"IE","m","Streptococcus pneumoniae","Ireland",187869.714067883,5,1,0.532283771741233
"8768","(4,9]",2018,"IT","f","Acinetobacter spp","Italy",1339680.93317692,5,12,0.895735671294749
"8769","(4,9]",2018,"IT","f","Enterococcus faecalis","Italy",1339680.93317692,5,9,0.671801753471062
"8770","(4,9]",2018,"IT","f","Enterococcus faecium","Italy",1339680.93317692,5,9,0.671801753471062
"8771","(4,9]",2018,"IT","f","Escherichia coli","Italy",1339680.93317692,5,51,3.80687660300268
"8772","(4,9]",2018,"IT","f","Klebsiella pneumoniae","Italy",1339680.93317692,5,12,0.895735671294749
"8773","(4,9]",2018,"IT","f","Pseudomonas aeruginosa","Italy",1339680.93317692,5,24,1.7914713425895
"8774","(4,9]",2018,"IT","f","Staphylococcus aureus","Italy",1339680.93317692,5,67,5.00119083139568
"8775","(4,9]",2018,"IT","f","Streptococcus pneumoniae","Italy",1339680.93317692,5,12,0.895735671294749
"8776","(4,9]",2018,"IT","m","Acinetobacter spp","Italy",1419742.59645962,5,24,1.69044727261465
"8777","(4,9]",2018,"IT","m","Enterococcus faecalis","Italy",1419742.59645962,5,9,0.633917727230493
"8778","(4,9]",2018,"IT","m","Enterococcus faecium","Italy",1419742.59645962,5,6,0.422611818153662
"8779","(4,9]",2018,"IT","m","Escherichia coli","Italy",1419742.59645962,5,35,2.46523560589636
"8780","(4,9]",2018,"IT","m","Klebsiella pneumoniae","Italy",1419742.59645962,5,6,0.422611818153662
"8781","(4,9]",2018,"IT","m","Pseudomonas aeruginosa","Italy",1419742.59645962,5,24,1.69044727261465
"8782","(4,9]",2018,"IT","m","Staphylococcus aureus","Italy",1419742.59645962,5,55,3.87394166640857
"8783","(4,9]",2018,"IT","m","Streptococcus pneumoniae","Italy",1419742.59645962,5,12,0.845223636307324
"8784","(4,9]",2018,"LU","f","Escherichia coli","Luxembourg",15511.5607037319,5,1,6.44680454210784
"8785","(4,9]",2018,"LU","f","Streptococcus pneumoniae","Luxembourg",15511.5607037319,5,1,6.44680454210784
"8786","(4,9]",2018,"LV","m","Staphylococcus aureus","Latvia",52010.2601423229,5,1,1.922697554797
"8787","(4,9]",2018,"MT","m","Escherichia coli","Malta",12071.2049431867,5,1,8.28417713647073
"8788","(4,9]",2018,"NL","f","Acinetobacter spp","Netherlands",444315.644131919,5,10,2.25065224060194
"8789","(4,9]",2018,"NL","f","Enterococcus faecium","Netherlands",444315.644131919,5,2,0.450130448120389
"8790","(4,9]",2018,"NL","f","Escherichia coli","Netherlands",444315.644131919,5,6,1.35039134436117
"8791","(4,9]",2018,"NL","f","Klebsiella pneumoniae","Netherlands",444315.644131919,5,2,0.450130448120389
"8792","(4,9]",2018,"NL","f","Pseudomonas aeruginosa","Netherlands",444315.644131919,5,4,0.900260896240778
"8793","(4,9]",2018,"NL","f","Staphylococcus aureus","Netherlands",444315.644131919,5,26,5.85169582556506
"8794","(4,9]",2018,"NL","f","Streptococcus pneumoniae","Netherlands",444315.644131919,5,8,1.80052179248156
"8795","(4,9]",2018,"NL","m","Acinetobacter spp","Netherlands",469040.548470057,5,7,1.49240828385371
"8796","(4,9]",2018,"NL","m","Enterococcus faecalis","Netherlands",469040.548470057,5,8,1.70560946726138
"8797","(4,9]",2018,"NL","m","Enterococcus faecium","Netherlands",469040.548470057,5,7,1.49240828385371
"8798","(4,9]",2018,"NL","m","Escherichia coli","Netherlands",469040.548470057,5,2,0.426402366815345
"8799","(4,9]",2018,"NL","m","Klebsiella pneumoniae","Netherlands",469040.548470057,5,10,2.13201183407673
"8800","(4,9]",2018,"NL","m","Staphylococcus aureus","Netherlands",469040.548470057,5,44,9.38085206993759
"8801","(4,9]",2018,"NL","m","Streptococcus pneumoniae","Netherlands",469040.548470057,5,16,3.41121893452276
"8802","(4,9]",2018,"NO","f","Escherichia coli","Norway",153993.988351461,5,5,3.24687999416476
"8803","(4,9]",2018,"NO","f","Klebsiella pneumoniae","Norway",153993.988351461,5,1,0.649375998832953
"8804","(4,9]",2018,"NO","f","Pseudomonas aeruginosa","Norway",153993.988351461,5,2,1.29875199766591
"8805","(4,9]",2018,"NO","f","Staphylococcus aureus","Norway",153993.988351461,5,5,3.24687999416476
"8806","(4,9]",2018,"NO","m","Escherichia coli","Norway",162625.644509649,5,1,0.614909169470298
"8807","(4,9]",2018,"NO","m","Pseudomonas aeruginosa","Norway",162625.644509649,5,2,1.2298183389406
"8808","(4,9]",2018,"NO","m","Staphylococcus aureus","Norway",162625.644509649,5,8,4.91927335576239
"8809","(4,9]",2018,"NO","m","Streptococcus pneumoniae","Norway",162625.644509649,5,4,2.45963667788119
"8810","(4,9]",2018,"PL","f","Acinetobacter spp","Poland",966129.57548066,5,6,0.621034709243316
"8811","(4,9]",2018,"PL","f","Enterococcus faecalis","Poland",966129.57548066,5,6,0.621034709243316
"8812","(4,9]",2018,"PL","f","Escherichia coli","Poland",966129.57548066,5,12,1.24206941848663
"8813","(4,9]",2018,"PL","f","Klebsiella pneumoniae","Poland",966129.57548066,5,12,1.24206941848663
"8814","(4,9]",2018,"PL","f","Pseudomonas aeruginosa","Poland",966129.57548066,5,6,0.621034709243316
"8815","(4,9]",2018,"PL","f","Staphylococcus aureus","Poland",966129.57548066,5,30,3.10517354621658
"8816","(4,9]",2018,"PL","f","Streptococcus pneumoniae","Poland",966129.57548066,5,12,1.24206941848663
"8817","(4,9]",2018,"PL","m","Acinetobacter spp","Poland",1017176.0724383,5,6,0.589868378010232
"8818","(4,9]",2018,"PL","m","Enterococcus faecalis","Poland",1017176.0724383,5,6,0.589868378010232
"8819","(4,9]",2018,"PL","m","Escherichia coli","Poland",1017176.0724383,5,12,1.17973675602046
"8820","(4,9]",2018,"PL","m","Pseudomonas aeruginosa","Poland",1017176.0724383,5,30,2.94934189005116
"8821","(4,9]",2018,"PL","m","Staphylococcus aureus","Poland",1017176.0724383,5,54,5.30881540209209
"8822","(4,9]",2018,"PL","m","Streptococcus pneumoniae","Poland",1017176.0724383,5,6,0.589868378010232
"8823","(4,9]",2018,"PT","f","Enterococcus faecalis","Portugal",225544.968560427,5,2,0.886741128727137
"8824","(4,9]",2018,"PT","f","Escherichia coli","Portugal",225544.968560427,5,4,1.77348225745427
"8825","(4,9]",2018,"PT","f","Klebsiella pneumoniae","Portugal",225544.968560427,5,2,0.886741128727137
"8826","(4,9]",2018,"PT","f","Pseudomonas aeruginosa","Portugal",225544.968560427,5,4,1.77348225745427
"8827","(4,9]",2018,"PT","f","Staphylococcus aureus","Portugal",225544.968560427,5,14,6.20718790108996
"8828","(4,9]",2018,"PT","f","Streptococcus pneumoniae","Portugal",225544.968560427,5,4,1.77348225745427
"8829","(4,9]",2018,"PT","m","Acinetobacter spp","Portugal",236208.647495151,5,3,1.27006357803289
"8830","(4,9]",2018,"PT","m","Escherichia coli","Portugal",236208.647495151,5,1,0.423354526010962
"8831","(4,9]",2018,"PT","m","Klebsiella pneumoniae","Portugal",236208.647495151,5,1,0.423354526010962
"8832","(4,9]",2018,"PT","m","Pseudomonas aeruginosa","Portugal",236208.647495151,5,3,1.27006357803289
"8833","(4,9]",2018,"PT","m","Staphylococcus aureus","Portugal",236208.647495151,5,10,4.23354526010962
"8834","(4,9]",2018,"PT","m","Streptococcus pneumoniae","Portugal",236208.647495151,5,2,0.846709052021925
"8835","(4,9]",2018,"RO","f","Acinetobacter spp","Romania",504206.846798652,5,9,1.78498171080847
"8836","(4,9]",2018,"RO","f","Klebsiella pneumoniae","Romania",504206.846798652,5,9,1.78498171080847
"8837","(4,9]",2018,"RO","m","Klebsiella pneumoniae","Romania",533359.745501988,5,9,1.68741643438602
"8838","(4,9]",2018,"RO","m","Pseudomonas aeruginosa","Romania",533359.745501988,5,9,1.68741643438602
"8839","(4,9]",2018,"RO","m","Staphylococcus aureus","Romania",533359.745501988,5,27,5.06224930315806
"8840","(4,9]",2018,"SE","f","Acinetobacter spp","Sweden",295610.549299085,5,2,0.676565841355173
"8841","(4,9]",2018,"SE","f","Escherichia coli","Sweden",295610.549299085,5,4,1.35313168271035
"8842","(4,9]",2018,"SE","f","Klebsiella pneumoniae","Sweden",295610.549299085,5,2,0.676565841355173
"8843","(4,9]",2018,"SE","f","Staphylococcus aureus","Sweden",295610.549299085,5,16,5.41252673084138
"8844","(4,9]",2018,"SE","f","Streptococcus pneumoniae","Sweden",295610.549299085,5,4,1.35313168271035
"8845","(4,9]",2018,"SE","m","Acinetobacter spp","Sweden",312483.086437693,5,2,0.640034640850485
"8846","(4,9]",2018,"SE","m","Enterococcus faecalis","Sweden",312483.086437693,5,4,1.28006928170097
"8847","(4,9]",2018,"SE","m","Escherichia coli","Sweden",312483.086437693,5,4,1.28006928170097
"8848","(4,9]",2018,"SE","m","Pseudomonas aeruginosa","Sweden",312483.086437693,5,6,1.92010392255145
"8849","(4,9]",2018,"SE","m","Staphylococcus aureus","Sweden",312483.086437693,5,20,6.40034640850485
"8850","(4,9]",2018,"SI","f","Escherichia coli","Slovenia",52826.5717562842,5,1,1.892986742758
"8851","(4,9]",2018,"SI","f","Staphylococcus aureus","Slovenia",52826.5717562842,5,4,7.57194697103199
"8852","(4,9]",2018,"SI","f","Streptococcus pneumoniae","Slovenia",52826.5717562842,5,3,5.678960228274
"8853","(4,9]",2018,"SI","m","Pseudomonas aeruginosa","Slovenia",56068.4448444487,5,1,1.78353439759978
"8854","(4,9]",2018,"SI","m","Staphylococcus aureus","Slovenia",56068.4448444487,5,1,1.78353439759978
"8855","(4,9]",2018,"SI","m","Streptococcus pneumoniae","Slovenia",56068.4448444487,5,2,3.56706879519955
"8856","(4,9]",2018,"SK","f","Acinetobacter spp","Slovak Republic",139892.559951273,5,6,4.28900579279548
"8857","(4,9]",2018,"SK","f","Enterococcus faecalis","Slovak Republic",139892.559951273,5,2,1.42966859759849
"8858","(4,9]",2018,"SK","f","Escherichia coli","Slovak Republic",139892.559951273,5,2,1.42966859759849
"8859","(4,9]",2018,"SK","f","Klebsiella pneumoniae","Slovak Republic",139892.559951273,5,2,1.42966859759849
"8860","(4,9]",2018,"SK","f","Pseudomonas aeruginosa","Slovak Republic",139892.559951273,5,4,2.85933719519698
"8861","(4,9]",2018,"SK","f","Staphylococcus aureus","Slovak Republic",139892.559951273,5,6,4.28900579279548
"8862","(4,9]",2018,"SK","f","Streptococcus pneumoniae","Slovak Republic",139892.559951273,5,3,2.14450289639774
"8863","(4,9]",2018,"SK","m","Acinetobacter spp","Slovak Republic",146527.993880091,5,6,4.09478069078732
"8864","(4,9]",2018,"SK","m","Enterococcus faecalis","Slovak Republic",146527.993880091,5,2,1.36492689692911
"8865","(4,9]",2018,"SK","m","Escherichia coli","Slovak Republic",146527.993880091,5,2,1.36492689692911
"8866","(4,9]",2018,"SK","m","Klebsiella pneumoniae","Slovak Republic",146527.993880091,5,2,1.36492689692911
"8867","(4,9]",2018,"SK","m","Pseudomonas aeruginosa","Slovak Republic",146527.993880091,5,2,1.36492689692911
"8868","(4,9]",2018,"SK","m","Staphylococcus aureus","Slovak Republic",146527.993880091,5,4,2.72985379385821
"8869","(4,9]",2018,"SK","m","Streptococcus pneumoniae","Slovak Republic",146527.993880091,5,2,1.36492689692911
"8870","(4,9]",2019,"BE","f","Enterococcus faecalis","Belgium",322929.877029778,5,4,1.23865900448448
"8871","(4,9]",2019,"BE","f","Escherichia coli","Belgium",322929.877029778,5,16,4.95463601793791
"8872","(4,9]",2019,"BE","f","Staphylococcus aureus","Belgium",322929.877029778,5,16,4.95463601793791
"8873","(4,9]",2019,"BE","f","Streptococcus pneumoniae","Belgium",322929.877029778,5,24,7.43195402690687
"8874","(4,9]",2019,"BE","m","Escherichia coli","Belgium",343421.098908624,5,4,1.16475080090065
"8875","(4,9]",2019,"BE","m","Staphylococcus aureus","Belgium",343421.098908624,5,16,4.65900320360259
"8876","(4,9]",2019,"BE","m","Streptococcus pneumoniae","Belgium",343421.098908624,5,40,11.6475080090065
"8877","(4,9]",2019,"BG","f","Acinetobacter spp","Bulgaria",168845.470647929,5,4,2.36903008688973
"8878","(4,9]",2019,"BG","f","Enterococcus faecalis","Bulgaria",168845.470647929,5,2,1.18451504344487
"8879","(4,9]",2019,"BG","f","Klebsiella pneumoniae","Bulgaria",168845.470647929,5,2,1.18451504344487
"8880","(4,9]",2019,"BG","f","Pseudomonas aeruginosa","Bulgaria",168845.470647929,5,4,2.36903008688973
"8881","(4,9]",2019,"BG","m","Enterococcus faecium","Bulgaria",178375.202138717,5,2,1.12123208608597
"8882","(4,9]",2019,"BG","m","Pseudomonas aeruginosa","Bulgaria",178375.202138717,5,2,1.12123208608597
"8883","(4,9]",2019,"BG","m","Staphylococcus aureus","Bulgaria",178375.202138717,5,4,2.24246417217194
"8884","(4,9]",2019,"CZ","f","Escherichia coli","Czechia",273600.355889612,5,3,1.09648980179338
"8885","(4,9]",2019,"CZ","f","Pseudomonas aeruginosa","Czechia",273600.355889612,5,1,0.365496600597795
"8886","(4,9]",2019,"CZ","f","Staphylococcus aureus","Czechia",273600.355889612,5,5,1.82748300298897
"8887","(4,9]",2019,"CZ","f","Streptococcus pneumoniae","Czechia",273600.355889612,5,1,0.365496600597795
"8888","(4,9]",2019,"CZ","m","Escherichia coli","Czechia",288910.501224264,5,1,0.346127951653706
"8889","(4,9]",2019,"CZ","m","Klebsiella pneumoniae","Czechia",288910.501224264,5,2,0.692255903307411
"8890","(4,9]",2019,"CZ","m","Pseudomonas aeruginosa","Czechia",288910.501224264,5,1,0.346127951653706
